CHR	MB	CM
10	87.640358	97.445
10	87.99888	98.252
10	90.718761	100.011
10	92.110521	101.996
10	92.658009	102.127
10	92.917247	103.006
10	94.829632	103.752
10	95.5691	105.365
10	97.947314	106.7
10	100.356721	110.35
10	102.040232	110.905
10	103.075893	112.602
10	105.196864	113.001
10	106.407947	114.129
10	107.863979	114.522
10	109.59929	116.782
10	112.128266	117.913
10	113.126069	119.429
10	113.820301	119.589
10	114.948149	122.545
10	116.022509	123.483
10	116.267515	124.464
10	117.818476	125.136
10	117.951263	126.062
10	119.147475	127.722
10	119.690657	130.633
10	121.855175	132.963
10	121.921812	133.764
10	123.766885	136.374
10	123.931788	137.599
10	125.51745	139.8
10	126.175697	142.469
10	127.365358	144.029
10	128.456835	147.452
10	130.168169	150.625
10	130.742866	154.248
10	131.51664	156.021
10	131.634121	157.973
10	132.611589	160.199
10	135.284293	160.408
11	1e-06	0
11	2.694481	1e-04
11	3.642231	3.092
11	4.360768	3.493
11	6.236824	6.673
11	8.305694	12.066
11	10.326996	12.968
11	11.942637	16.543
11	12.527595	19.121
11	13.353485	20.305
11	15.031188	20.973
11	15.952971	22.596
11	17.381287	23.339
11	17.761574	24.732
11	19.158702	26.448
11	20.135461	30.325
11	21.207776	31.865
11	21.399735	33.131
11	22.673696	34.845
11	24.683401	36.479
11	25.243657	37.809
11	27.749467	40.104
11	29.207021	40.429
11	30.738916	41.48
11	31.75745	41.537
11	32.55053	42.936
11	33.339661	43.276
11	37.206543	51.128
11	39.871624	51.73
11	40.788274	52.899
11	43.828572	54.149
11	45.084878	57.922
11	46.290815	58.752
11	56.66706	59.18
11	60.2517	60.801
11	60.324731	61.396
11	61.993893	63.396
11	63.63465	64.636
11	67.158938	65.782
11	68.546182	66.948
11	69.685418	69.908
11	70.966737	71.818
11	72.537686	72.717
11	72.681701	73.442
11	73.832396	73.908
11	75.509963	75.538
11	76.614481	77.761
11	78.186995	78.424
11	78.733973	80.001
11	80.933206	82.685
11	84.312438	84.648
11	86.095201	85.057
11	87.99345	87.032
11	91.319926	88.202
11	92.473846	89.579
11	93.963488	90.238
11	96.613938	94.348
11	98.195868	95.203
11	98.437342	95.93
11	100.700531	98.001
11	101.81365	98.44
11	103.488072	100.158
11	105.738304	100.832
11	107.353193	102.662
11	108.327397	103.009
11	110.206656	104.654
11	110.859371	105.981
11	111.465743	106.073
11	111.511149	106.537
11	113.371761	108.35
11	113.780283	110.086
11	115.50774	111.527
11	116.028064	113.617
11	116.801502	113.956
11	117.548184	116.221
11	118.298823	116.55
11	119.86044	118.822
11	123.016861	126.281
11	123.905821	126.781
11	124.799824	128.637
11	125.274564	128.722
11	125.815366	129.645
11	126.033245	131.245
11	127.682538	133.51
11	128.314137	135.231
11	128.89589	135.528
11	130.001079	137.855
11	131.383551	143.195
11	131.934023	143.883
11	134.435899	143.8831
12	1e-06	0
12	2.711853	0.196
12	4.30764	6.344
12	6.39351	12.06
12	7.72717	13.848
12	8.943104	17.085
12	9.779663	17.542
12	10.83912	19.232
12	11.63143	19.507
12	13.474591	25.39
12	15.072331	26.902
12	15.151903	27.481
12	16.164817	28.069
12	16.325711	28.962
12	17.287922	30.077
12	19.602389	31.126
12	20.756568	33.957
12	22.747842	35.207
12	23.110836	36.46
12	24.175996	37.41
12	25.136871	39.599
12	26.4883	41.313
12	27.646725	42.064
12	28.187839	43.103
12	29.521348	43.813
12	31.053044	46.227
12	32.97684	47.827
12	37.697353	48.049
12	41.150068	49.42
12	41.75278	50.272
12	43.996497	51.469
12	44.372975	52.099
12	45.746648	52.618
12	46.666298	54.103
12	48.445133	54.955
12	48.754036	55.715
12	49.823463	55.832
12	51.238751	58.788
12	53.795692	62.071
12	55.880161	63.572
12	56.813606	63.803
12	57.861697	64.94
12	60.02333	65.49
12	61.341887	66.434
12	61.598234	67.578
12	64.196484	69.501
12	64.746061	70.687
12	66.167411	72.111
12	66.318383	73.125
12	67.928582	75.537
12	69.094763	76.15
12	69.472722	77.029
12	70.856013	77.896
12	70.997756	78.362
12	74.321259	79.588
12	75.064414	81.389
12	76.921213	82.915
12	77.839311	84.29
12	79.554717	85.671
12	81.436613	86.294
12	82.075742	87.536
12	86.758796	88.567
12	88.189891	89.426
12	88.358244	90.047
12	90.550393	91.09
12	91.399738	93.027
12	91.97219	93.22
12	93.684286	96.792
12	94.240125	96.965
12	95.085872	98.688
12	96.166804	99.309
12	96.743922	100.473
12	97.733124	101.085
12	98.574279	102.425
12	100.347843	103.31
12	100.933677	104.58
12	101.481996	104.622
12	101.71072	105.269
12	102.535143	105.81
12	102.67569	106.57
12	103.358792	106.912
12	103.640504	108.228
12	104.572272	108.87
12	105.18903	110.263
12	107.000267	111.278
12	107.597467	112.795
12	108.756282	114.064
12	111.693902	115
12	112.766879	117.317
12	113.319811	117.743
12	114.871593	121.634
12	115.23412	121.6341
12	115.62117	122.897
12	116.341442	123.561
12	117.022062	126.324
12	118.004051	127.279
12	118.499974	128.576
12	119.873345	129.323
12	120.976981	130.514
12	123.190418	131.307
12	125.037758	136.986
12	126.074584	138.433
12	129.708275	156.303
12	132.288869	156.408
13	1e-06	0
13	20.713869	1e-04
13	21.077186	0.368
13	21.706613	5.166
13	23.374073	7.944
13	23.783133	11.021
13	26.180769	14.94
13	26.463562	16.465
13	27.177997	17.15
13	27.785676	18.849
13	27.794097	19.648
13	29.519646	22.157
13	30.985599	26.832
13	34.117778	30.885
13	35.171922	31.31
13	35.49584	32.279
13	36.031494	32.446
13	36.409706	34.198
13	38.241477	35.445
13	38.313385	36.146
13	39.59685	37.454
13	40.022652	39.013
13	42.303108	40.265
13	42.827302	41.982
13	43.535493	42.354
13	44.390146	44.189
13	45.148972	44.558
13	46.729888	47.945
13	48.401261	49.049
13	50.067538	49.546
13	50.768962	50.794
13	52.204305	51.214
13	52.553575	52.155
13	54.549882	53.05
13	58.607599	53.924
13	61.029958	56.153
13	65.00027	57.653
13	66.81397	59.127
13	69.438804	59.973
13	71.849007	62.764
13	72.032913	63.773
13	73.19689	64.765
13	73.391003	66.015
13	74.839922	68.446
13	76.273464	69.314
13	76.385163	69.815
13	77.69501	70.285
13	78.499127	71.366
13	79.479594	71.742
13	79.722991	72.289
13	80.547913	72.528
13	81.505911	73.473
13	82.965743	73.905
13	85.84238	75.836
13	88.972527	76.857
13	90.768314	78.31
13	92.096524	80.441
13	93.574815	81.353
13	94.931577	84.542
13	96.316071	84.806
13	96.447701	85.254
13	97.106642	85.471
13	98.240561	89.046
13	99.199677	89.518
13	99.442548	90.532
13	100.310594	91.079
13	100.580679	92.257
13	102.481449	94.086
13	102.966614	95.515
13	104.045087	96.829
13	105.358969	102.508
13	108.30647	110.166
13	109.134812	111.381
13	110.265707	116.682
13	110.766433	117.09
13	111.601346	119.344
13	114.108121	119.3441
14	1e-06	0
14	22.010682	1e-04
14	23.04685	2.686
14	23.31755	5.046
14	25.14085	7.276
14	25.833106	9.959
14	28.341988	12.664
14	28.926702	12.727
14	29.072989	13.426
14	30.275385	14.529
14	30.435635	15.391
14	31.44511	15.693
14	32.503328	18.287
14	33.919227	24.261
14	35.49379	25.222
14	36.561587	27.519
14	37.289158	27.627
14	37.856371	28.509
14	39.257731	28.931
14	39.471017	29.595
14	42.131247	30.346
14	42.397912	31.053
14	48.064639	33.383
14	48.469198	34.056
14	49.445256	34.416
14	49.588386	35.01
14	50.387168	35.198
14	50.515966	36.038
14	51.111979	36.388
14	51.848225	37.771
14	53.23183	38.525
14	53.453695	39.232
14	54.11327	39.619
14	54.322364	40.586
14	55.274324	40.912
14	56.320027	43.252
14	57.516323	44.387
14	57.522692	44.824
14	58.693529	45.813
14	60.65904	46.14
14	62.2383	48.507
14	65.357674	50.527
14	65.574543	51.214
14	66.956534	51.3
14	67.173533	51.756
14	68.037135	51.928
14	68.394643	52.854
14	70.162009	54.376
14	70.429338	55.398
14	71.727775	56.073
14	72.41333	57.539
14	74.752735	58.805
14	76.804333	63.152
14	82.455193	68.212
14	84.585868	69.247
14	85.720831	70.842
14	86.558014	71.313
14	86.59046	71.897
14	87.69887	72.544
14	87.868211	73.255
14	88.458634	73.271
14	90.25973	78.266
14	91.696891	79.736
14	92.285999	81.505
14	93.256125	82.171
14	93.923617	83.441
14	95.81328	90.029
14	96.64119	91.194
14	97.415357	93.856
14	98.057045	94.334
14	99.369996	98.265
14	100.310283	99.315
14	101.073617	103.699
14	102.687703	104.835
14	105.270624	104.8351
15	1e-06	0
15	23.27022	0.239
15	25.080959	6.455
15	26.203777	9.013
15	27.114644	9.893
15	27.764808	12.482
15	28.148879	13.178
15	29.100035	13.55
15	29.420453	14.648
15	30.972569	16.577
15	32.907637	22.046
15	33.731688	22.694
15	34.494463	24.798
15	36.790701	27.865
15	37.038754	29.655
15	38.315447	31.298
15	38.426862	32.197
15	39.920188	32.681
15	40.246326	33.496
15	42.738466	33.807
15	47.066698	38.102
15	50.617081	39.596
15	52.493194	41.855
15	53.609649	42.367
15	54.161336	43.361
15	55.408068	43.553
15	56.457727	45.754
15	56.625302	47.083
15	57.283935	47.304
15	58.013325	48.905
15	58.770968	49.615
15	59.221873	51.491
15	60.647399	52.948
15	61.138541	54.11
15	62.891879	54.662
15	63.482996	55.51
15	64.064875	55.631
15	65.279355	58.481
15	66.384181	58.768
15	66.848264	60.673
15	67.694793	61.268
15	68.279622	63.648
15	68.645603	64.339
15	69.222676	64.481
15	69.88915	66.22
15	71.793744	66.641
15	72.521872	67.554
15	76.273244	68.875
15	77.030626	69.703
15	77.320427	71.302
15	78.859143	72.748
15	79.55832	74.61
15	80.218274	75.134
15	83.216375	75.56
15	85.236954	77.418
15	85.522036	78.736
15	86.603939	79.539
15	87.402313	81.918
15	89.77469	85.799
15	90.472923	88.605
15	91.357446	90.109
15	92.732422	96.67
15	95.724441	104.806
15	97.455187	110.893
15	100.215583	110.937
16	1e-06	0
16	2.677072	0.177
16	4.322608	3.337
16	4.931055	3.729
16	5.935389	6.318
16	6.592855	10.541
16	7.427533	11.914
16	9.203038	17.01
16	10.239572	17.949
16	10.94246	21.303
16	11.382829	21.526
16	11.673115	22.763
16	12.458623	23.485
16	12.708927	24.714
16	14.452765	28.137
16	15.786874	28.433
16	16.197033	29.978
16	17.107166	30.648
16	18.032061	32.684
16	19.002875	33.144
16	19.214631	35.206
16	20.057104	35.857
16	20.437735	37.253
16	21.107637	37.398
16	21.515973	38.021
16	22.237539	38.04
16	23.351769	40.121
16	23.898407	40.441
16	24.292212	41.937
16	25.628337	43.911
16	26.066068	45.713
16	26.704144	46.359
16	27.116174	48.341
16	28.240912	49.985
16	31.844443	52.066
16	45.445912	52.134
16	47.421023	52.642
16	52.30647	59.375
16	54.465312	65.808
16	55.542264	66.734
16	56.532716	69.697
16	57.637888	71.077
16	59.64754	72.796
16	59.722671	73.294
16	60.779795	73.775
16	62.807919	76.636
16	64.431866	77.73
16	65.067654	79.126
16	66.985827	79.35
16	67.998559	79.761
16	68.105242	80.166
16	71.464559	80.807
16	72.698012	83.37
16	74.612987	84.629
16	75.193464	85.686
16	76.222311	86.424
16	76.539087	88.307
16	77.500768	89.716
16	78.25559	93.886
16	79.70101	95.845
16	80.415673	99.288
16	81.635965	101.768
16	81.87803	103.73
16	82.790849	105.74
16	84.516863	112.549
16	85.544445	117.846
16	86.141814	118.689
16	88.668978	118.6891
17	1e-06	0
17	2.544719	1e-04
17	3.822378	4.985
17	4.246005	5.013
17	4.688386	6.746
17	5.617875	7.367
17	5.967291	10.002
17	7.955033	14.931
17	9.011371	16.501
17	10.22291	23.019
17	13.117537	29.471
17	14.590287	35.903
17	15.318098	37.524
17	16.218501	37.873
17	17.270453	39.14
17	18.791737	39.658
17	18.858049	40.274
17	20.640137	40.934
17	21.659016	42.044
17	22.695598	42.196
17	23.90744	43.125
17	26.758833	43.782
17	28.775126	46.545
17	30.013651	50.615
17	32.044966	52.673
17	32.389367	54.289
17	33.08409	54.685
17	33.207727	55.584
17	33.832433	55.843
17	34.634168	57.25
17	35.832762	57.697
17	36.350144	58.456
17	36.904468	58.515
17	37.199931	59.221
17	38.998394	59.983
17	40.034746	60.953
17	44.402595	63.11
17	45.340472	64.258
17	45.763551	66.144
17	47.256066	68.256
17	49.919961	69.309
17	50.628909	70.011
17	50.955306	71.162
17	51.949744	72.305
17	53.637762	77.552
17	56.632396	78.257
17	57.031636	79.631
17	60.448995	81.819
17	61.025821	83.358
17	62.143294	84.169
17	63.240531	86.765
17	63.787425	86.961
17	64.513163	88.484
17	65.603527	89.567
17	65.774201	90.489
17	67.644772	92.561
17	69.474254	98.964
17	69.958203	102.038
17	72.41719	105.284
17	74.152185	112.103
17	74.607772	112.663
17	75.612284	118.726
17	76.082006	119.62
17	78.634366	119.6201
18	1e-06	0
18	2.807052	0.204
18	4.508688	8.423
18	6.419648	13.339
18	7.201755	17.856
18	8.241933	19.377
18	8.817648	22.262
18	9.622372	22.883
18	10.416035	27.465
18	12.017028	31.841
18	13.167506	32.428
18	13.654222	33.805
18	14.573728	34.53
18	17.704301	34.918
18	18.400738	35.866
18	19.867383	36.661
18	21.275054	39.407
18	22.275898	39.896
18	22.74058	41.338
18	24.18937	43.06
18	26.80998	44.501
18	28.516811	46.44
18	28.593289	46.987
18	32.037028	48.756
18	32.438091	49.636
18	33.083884	49.716
18	33.362653	50.34
18	37.662514	52.695
18	37.745656	53.391
18	40.531187	54.714
18	42.132309	56.253
18	42.606256	57.364
18	43.721804	57.992
18	44.812287	60.9
18	46.38453	61.855
18	46.657558	62.768
18	48.031307	63.792
18	48.439467	64.571
18	51.914258	66.322
18	52.416845	67.402
18	53.240604	67.813
18	54.089439	70.258
18	55.271919	71.963
18	55.884408	74.319
18	56.964698	74.901
18	57.740167	76.809
18	58.929884	77.541
18	59.117377	78.818
18	60.667071	80.594
18	60.764163	81.301
18	62.858715	82.511
18	63.474374	84.225
18	63.981586	84.525
18	64.446648	86.365
18	68.628477	91.572
18	70.417826	97.563
18	70.917614	97.749
18	71.067174	98.849
18	72.157392	100.657
18	73.613827	105.783
18	76.116152	105.7831
19	1e-06	0
19	2.754623	1e-04
19	3.884232	6.267
19	5.187166	9.008
19	5.430522	10.38
19	6.403305	11.769
19	6.78776	13.959
19	9.125681	20.672
19	9.869241	20.958
19	10.07903	21.952
19	11.01365	22.584
19	11.555481	23.644
19	13.137345	24.557
19	15.094581	29.22
19	16.861632	31.768
19	17.908283	35.497
19	18.938385	37.198
19	23.555219	39.399
19	33.085339	39.435
19	34.47457	40.187
19	36.094112	43.335
19	38.374831	45.849
19	38.962919	47.793
19	40.192891	49.033
19	41.332159	51.582
19	43.591388	52.145
19	46.4264	55.697
19	48.500314	56.576
19	48.978353	57.815
19	49.721048	58.289
19	50.459054	60.103
19	52.893235	63.693
19	54.255936	67.43
19	55.721414	69.691
19	56.372378	74.359
19	58.371761	79.603
19	59.624545	87.333
19	61.275118	93.034
19	63.776118	93.0341
20	1e-06	0
20	2.518208	1e-04
20	3.098165	1.52
20	3.997691	2.546
20	5.592184	8.311
20	5.815466	10.577
20	6.135441	11.39
20	6.585234	11.544
20	7.042534	13.935
20	7.909715	15.894
20	9.673697	18.617
20	11.210159	23.872
20	12.573305	24.959
20	13.244912	27.259
20	15.006029	28.037
20	15.646025	30.491
20	17.764988	33.517
20	18.006178	34.519
20	18.835431	34.837
20	20.36088	38.754
20	22.248035	39.56
20	23.273047	41.263
20	24.991111	42.629
20	29.901183	42.878
20	31.978047	44.395
20	35.320941	45.271
20	36.492763	47.151
20	38.087839	47.843
20	39.047713	49.911
20	40.362399	50.818
20	42.829628	55.771
20	44.356124	57.098
20	46.645208	62.704
20	47.408422	62.971
20	49.022079	65.182
20	49.542387	67.47
20	51.230177	70.051
20	52.256247	73.668
20	54.37919	77.368
20	56.389876	83.566
20	62.376958	83.621
21	1e-06	0
21	16.164105	1e-04
21	16.557827	0.517
21	16.754742	2.259
21	18.401759	5.423
21	18.645372	7.037
21	19.620279	8.079
21	19.662423	8.859
21	20.669129	9.747
21	22.246878	13.328
21	23.972236	14.754
21	25.013472	16.903
21	26.699052	18.056
21	27.554231	21.163
21	28.447638	22.445
21	29.767744	22.976
21	31.122843	24.399
21	32.470751	27.822
21	33.222953	28.248
21	33.58803	29.726
21	35.040142	31.181
21	35.341653	32.998
21	36.78796	34.861
21	37.110227	36.327
21	38.173472	37.061
21	39.407444	40.554
21	39.941728	40.939
21	40.312865	43.291
21	41.863213	47.558
21	42.335448	50.792
21	43.659936	54.291
21	44.278384	54.793
21	46.909175	54.7931
22	1e-06	0
22	17.974436	0.065
22	18.659159	2.507
22	19.277274	2.777
22	19.788772	4.728
22	20.666512	5.449
22	22.280646	10.375
22	23.529298	11.639
22	24.478077	14.077
22	25.479053	17.353
22	26.529417	23.413
22	27.67589	23.53
22	29.869189	24.878
22	30.994612	25.082
22	31.378338	26.45
22	32.854988	28.839
22	33.701707	29.165
22	34.894975	30.929
22	36.311675	36.47
22	37.630882	37.376
22	38.436928	39.163
22	41.000237	39.769
22	42.099815	41.587
22	42.622564	41.803
22	43.843732	47.279
22	46.927697	55.573
22	49.524956	55.592
23	1e-06	0
23	5.32487	0.042
23	5.377248	0.975
23	6.648981	2.424
23	6.712509	3.35
23	7.689452	3.759
23	8.381675	4.636
23	9.125588	6.413
23	10.085402	11.784
23	12.020752	12.658
23	12.312087	13.154
23	13.877012	19.15
23	17.464517	21.225
23	18.580243	22.295
23	19.471774	24.167
23	20.246948	24.323
23	20.535147	25.329
23	21.936384	25.683
23	22.643846	27.575
23	22.929238	30.878
23	23.725581	32.962
23	24.494679	33.886
23	29.122125	35.796
23	29.819079	37.202
23	30.981202	38.341
23	31.373792	40.25
23	31.980546	40.925
23	33.326709	47.744
23	34.801211	48.294
23	34.929342	48.786
23	35.759983	49.149
23	35.782977	49.688
23	37.537458	50.459
23	37.744454	51.295
23	39.514973	53.509
23	40.315973	57.24
23	41.248675	59.513
23	42.247622	60.57
23	43.698823	61.252
23	44.57423	64.502
23	44.942961	64.5021
23	45.997892	65.822
23	46.1704	66.82
23	46.795054	67.01
23	47.94872	69.221
23	50.10866	70.256
23	50.745645	71.613
23	53.041679	71.928
23	53.397268	72.9
23	55.180588	73.873
23	67.165559	74.51
23	67.783016	74.983
23	68.464886	78.044
23	69.052826	78.165
23	69.590536	79.439
23	70.231144	79.593
23	71.538492	81.372
23	77.266591	81.874
23	79.503892	82.841
23	83.911395	83.405
23	87.523763	85.662
23	88.135566	87.34
23	89.176713	87.557
23	90.030939	88.596
23	91.722823	89.593
23	93.613839	92.274
23	94.713875	92.805
23	95.814806	94.669
23	96.807609	95.172
23	97.05211	96.276
23	99.105439	97.405
23	100.479869	99.983
23	108.509568	102.126
23	109.575808	103.797
23	110.783611	104.373
23	111.969745	106.822
23	112.944789	107.032
23	113.297712	108.25
23	114.451576	108.716
23	115.479909	111.43
23	116.753942	112.309
23	117.258137	113.539
23	118.244599	114.544
23	119.827403	117.994
23	121.760167	119.081
23	122.224942	121.072
23	123.199698	122.128
23	124.515139	126.92
23	125.242332	127.199
23	125.820043	128.024
23	127.936349	128.428
23	129.013693	130.128
23	129.899164	130.37
23	130.608834	131.445
23	133.488837	132.361
23	133.968536	133.548
23	136.001899	134.827
23	136.44101	135.55
23	138.047666	136.271
23	138.495118	137.855
23	139.408648	138.806
23	139.870525	142.384
23	142.580398	152.438
23	144.593005	156.533
23	144.836537	158.084
23	145.34782	158.451
23	145.400195	159.186
23	145.847705	159.309
23	145.944018	159.986
23	146.417082	160.162
23	146.512884	161.497
23	148.166473	163.5
23	149.103268	163.771
23	150.920908	171.737
23	151.732194	172.416
23	151.977198	173.268
23	154.582606	173.2681
